repetition,player_a,player_b,score_a,score_b,avg_a,avg_b,cooperation_a,cooperation_b
0,grok:grok-3-mini,Tit For Tat,600.0,600.0,3.0,3.0,1.0,1.0
0,Tit For Tat,First by Tideman and Chieruzzi,595.0,600.0,2.975,3.0,0.995,0.99
0,First by Tideman and Chieruzzi,Tit For Tat,600.0,595.0,3.0,2.975,0.99,0.995
0,Tit For Tat,First by Nydegger,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Nydegger,Tit For Tat,600.0,600.0,3.0,3.0,1.0,1.0
0,Tit For Tat,First by Grofman,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Grofman,Tit For Tat,600.0,600.0,3.0,3.0,1.0,1.0
0,Tit For Tat,First by Shubik,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Shubik,Tit For Tat,600.0,600.0,3.0,3.0,1.0,1.0
0,Tit For Tat,First by Stein and Rapoport: 0.05,595.0,600.0,2.975,3.0,0.995,0.99
0,First by Stein and Rapoport: 0.05,Tit For Tat,600.0,595.0,3.0,2.975,0.99,0.995
0,Tit For Tat,GRIM,600.0,600.0,3.0,3.0,1.0,1.0
0,GRIM,Tit For Tat,600.0,600.0,3.0,3.0,1.0,1.0
0,Tit For Tat,First by Davis: 10,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Davis: 10,Tit For Tat,600.0,600.0,3.0,3.0,1.0,1.0
0,Tit For Tat,First by Graaskamp: 0.05,525.0,525.0,2.625,2.625,0.625,0.625
0,First by Graaskamp: 0.05,Tit For Tat,525.0,525.0,2.625,2.625,0.625,0.625
0,Tit For Tat,First by Downing,597.0,597.0,2.985,2.985,0.99,0.99
0,First by Downing,Tit For Tat,597.0,597.0,2.985,2.985,0.99,0.99
0,Tit For Tat,"First by Feld: 1.0, 0.5, 200",286.0,291.0,1.43,1.455,0.155,0.15
0,"First by Feld: 1.0, 0.5, 200",Tit For Tat,291.0,286.0,1.455,1.43,0.15,0.155
0,Tit For Tat,First by Joss: 0.9,267.0,272.0,1.335,1.36,0.165,0.16
0,First by Joss: 0.9,Tit For Tat,272.0,267.0,1.36,1.335,0.16,0.165
0,Tit For Tat,First by Tullock,279.0,284.0,1.395,1.42,0.185,0.18
0,First by Tullock,Tit For Tat,284.0,279.0,1.42,1.395,0.18,0.185
0,Tit For Tat,First by Anonymous,450.0,450.0,2.25,2.25,0.505,0.505
0,First by Anonymous,Tit For Tat,450.0,450.0,2.25,2.25,0.505,0.505
0,Tit For Tat,Random: 0.5,461.0,466.0,2.305,2.33,0.525,0.52
0,Random: 0.5,Tit For Tat,466.0,461.0,2.33,2.305,0.52,0.525
0,spiteful,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,hard_majo,203.0,203.0,1.015,1.015,0.005,0.005
0,hard_majo,spiteful,203.0,203.0,1.015,1.015,0.005,0.005
0,spiteful,per_cd,597.0,107.0,2.985,0.535,0.01,0.5
0,per_cd,spiteful,107.0,597.0,0.535,2.985,0.5,0.01
0,spiteful,per_ccd,731.0,76.0,3.655,0.38,0.015,0.67
0,per_ccd,spiteful,76.0,731.0,0.38,3.655,0.67,0.015
0,spiteful,per_ddc,463.0,138.0,2.315,0.69,0.005,0.33
0,per_ddc,spiteful,138.0,463.0,0.69,2.315,0.33,0.005
0,spiteful,mistrust,203.0,203.0,1.015,1.015,0.005,0.005
0,mistrust,spiteful,203.0,203.0,1.015,1.015,0.005,0.005
0,spiteful,WSLS,600.0,600.0,3.0,3.0,1.0,1.0
0,WSLS,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,TFTT,600.0,600.0,3.0,3.0,1.0,1.0
0,TFTT,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,hard_tft,600.0,600.0,3.0,3.0,1.0,1.0
0,hard_tft,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,slow_tft,600.0,600.0,3.0,3.0,1.0,1.0
0,slow_tft,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,GrdTFT,600.0,600.0,3.0,3.0,1.0,1.0
0,GrdTFT,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,prober,207.0,202.0,1.035,1.01,0.005,0.01
0,prober,spiteful,202.0,207.0,1.01,1.035,0.01,0.005
0,spiteful,mem2,600.0,600.0,3.0,3.0,1.0,1.0
0,mem2,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,grok:grok-3-mini,600.0,600.0,3.0,3.0,1.0,1.0
0,grok:grok-3-mini,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,First by Tideman and Chieruzzi,595.0,600.0,2.975,3.0,0.995,0.99
0,First by Tideman and Chieruzzi,spiteful,600.0,595.0,3.0,2.975,0.99,0.995
0,spiteful,First by Nydegger,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Nydegger,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,First by Grofman,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Grofman,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,First by Shubik,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Shubik,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,First by Stein and Rapoport: 0.05,595.0,600.0,2.975,3.0,0.995,0.99
0,First by Stein and Rapoport: 0.05,spiteful,600.0,595.0,3.0,2.975,0.99,0.995
0,spiteful,GRIM,600.0,600.0,3.0,3.0,1.0,1.0
0,GRIM,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,First by Davis: 10,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Davis: 10,spiteful,600.0,600.0,3.0,3.0,1.0,1.0
0,spiteful,First by Graaskamp: 0.05,403.0,278.0,2.015,1.39,0.255,0.38
0,First by Graaskamp: 0.05,spiteful,278.0,403.0,1.39,2.015,0.38,0.255
0,spiteful,First by Downing,211.0,201.0,1.055,1.005,0.005,0.015
0,First by Downing,spiteful,201.0,211.0,1.005,1.055,0.015,0.005
0,spiteful,"First by Feld: 1.0, 0.5, 200",235.0,235.0,1.175,1.175,0.085,0.085
0,"First by Feld: 1.0, 0.5, 200",spiteful,235.0,235.0,1.175,1.175,0.085,0.085
0,spiteful,First by Joss: 0.9,207.0,207.0,1.035,1.035,0.015,0.015
0,First by Joss: 0.9,spiteful,207.0,207.0,1.035,1.035,0.015,0.015
0,spiteful,First by Tullock,235.0,225.0,1.175,1.125,0.065,0.075
0,First by Tullock,spiteful,225.0,235.0,1.125,1.175,0.075,0.065
0,spiteful,First by Anonymous,617.0,107.0,3.085,0.535,0.02,0.53
0,First by Anonymous,spiteful,107.0,617.0,0.535,3.085,0.53,0.02
0,spiteful,Random: 0.5,507.0,127.0,2.535,0.635,0.005,0.385
0,Random: 0.5,spiteful,127.0,507.0,0.635,2.535,0.385,0.005
0,soft_majo,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,hard_majo,500.0,500.0,2.5,2.5,0.5,0.5
0,hard_majo,soft_majo,500.0,500.0,2.5,2.5,0.5,0.5
0,soft_majo,per_cd,300.0,800.0,1.5,4.0,1.0,0.5
0,per_cd,soft_majo,800.0,300.0,4.0,1.5,0.5,1.0
0,soft_majo,per_ccd,402.0,732.0,2.01,3.66,1.0,0.67
0,per_ccd,soft_majo,732.0,402.0,3.66,2.01,0.67,1.0
0,soft_majo,per_ddc,463.0,138.0,2.315,0.69,0.005,0.33
0,per_ddc,soft_majo,138.0,463.0,0.69,2.315,0.33,0.005
0,soft_majo,mistrust,500.0,500.0,2.5,2.5,0.5,0.5
0,mistrust,soft_majo,500.0,500.0,2.5,2.5,0.5,0.5
0,soft_majo,WSLS,600.0,600.0,3.0,3.0,1.0,1.0
0,WSLS,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,TFTT,600.0,600.0,3.0,3.0,1.0,1.0
0,TFTT,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,hard_tft,600.0,600.0,3.0,3.0,1.0,1.0
0,hard_tft,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,slow_tft,600.0,600.0,3.0,3.0,1.0,1.0
0,slow_tft,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,GrdTFT,600.0,600.0,3.0,3.0,1.0,1.0
0,GrdTFT,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,prober,599.0,599.0,2.995,2.995,0.995,0.995
0,prober,soft_majo,599.0,599.0,2.995,2.995,0.995,0.995
0,soft_majo,mem2,600.0,600.0,3.0,3.0,1.0,1.0
0,mem2,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,grok:grok-3-mini,600.0,600.0,3.0,3.0,1.0,1.0
0,grok:grok-3-mini,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,First by Tideman and Chieruzzi,594.0,604.0,2.97,3.02,1.0,0.99
0,First by Tideman and Chieruzzi,soft_majo,604.0,594.0,3.02,2.97,0.99,1.0
0,soft_majo,First by Nydegger,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Nydegger,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,First by Grofman,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Grofman,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,First by Shubik,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Shubik,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,First by Stein and Rapoport: 0.05,594.0,604.0,2.97,3.02,1.0,0.99
0,First by Stein and Rapoport: 0.05,soft_majo,604.0,594.0,3.02,2.97,0.99,1.0
0,soft_majo,GRIM,600.0,600.0,3.0,3.0,1.0,1.0
0,GRIM,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,First by Davis: 10,600.0,600.0,3.0,3.0,1.0,1.0
0,First by Davis: 10,soft_majo,600.0,600.0,3.0,3.0,1.0,1.0
0,soft_majo,First by Graaskamp: 0.05,555.0,630.0,2.775,3.15,1.0,0.925
0,First by Graaskamp: 0.05,soft_majo,630.0,555.0,3.15,2.775,0.925,1.0
0,soft_majo,First by Downing,598.0,593.0,2.99,2.965,0.98,0.985
0,First by Downing,soft_majo,593.0,598.0,2.965,2.99,0.985,0.98
0,soft_majo,"First by Feld: 1.0, 0.5, 200",423.0,718.0,2.115,3.59,1.0,0.705
0,"First by Feld: 1.0, 0.5, 200",soft_majo,718.0,423.0,3.59,2.115,0.705,1.0
0,soft_majo,First by Joss: 0.9,203.0,213.0,1.015,1.065,0.02,0.01
0,First by Joss: 0.9,soft_majo,213.0,203.0,1.065,1.015,0.01,0.02
0,soft_majo,First by Tullock,564.0,624.0,2.82,3.12,1.0,0.94
0,First by Tullock,soft_majo,624.0,564.0,3.12,2.82,0.94,1.0
0,soft_majo,First by Anonymous,406.0,576.0,2.03,2.88,0.675,0.505
0,First by Anonymous,soft_majo,576.0,406.0,2.88,2.03,0.505,0.675
0,soft_majo,Random: 0.5,311.0,766.0,1.555,3.83,0.945,0.49
0,Random: 0.5,soft_majo,766.0,311.0,3.83,1.555,0.49,0.945
0,hard_majo,hard_majo,200.0,200.0,1.0,1.0,0.0,0.0
0,hard_majo,per_cd,500.0,500.0,2.5,2.5,0.5,0.5
0,per_cd,hard_majo,500.0,500.0,2.5,2.5,0.5,0.5
0,hard_majo,per_ccd,404.0,729.0,2.02,3.645,0.995,0.67
0,per_ccd,hard_majo,729.0,404.0,3.645,2.02,0.67,0.995
0,hard_majo,per_ddc,464.0,134.0,2.32,0.67,0.0,0.33
0,per_ddc,hard_majo,134.0,464.0,0.67,2.32,0.33,0.0
0,hard_majo,mistrust,200.0,200.0,1.0,1.0,0.0,0.0
0,mistrust,hard_majo,200.0,200.0,1.0,1.0,0.0,0.0
0,hard_majo,WSLS,599.0,104.0,2.995,0.52,0.005,0.5
0,WSLS,hard_majo,104.0,599.0,0.52,2.995,0.5,0.005
0,hard_majo,TFTT,602.0,597.0,3.01,2.985,0.995,1.0
0,TFTT,hard_majo,597.0,602.0,2.985,3.01,1.0,0.995
0,hard_majo,hard_tft,599.0,599.0,2.995,2.995,0.995,0.995
0,hard_tft,hard_majo,599.0,599.0,2.995,2.995,0.995,0.995
0,hard_majo,slow_tft,602.0,597.0,3.01,2.985,0.995,1.0
0,slow_tft,hard_majo,597.0,602.0,2.985,3.01,1.0,0.995
0,hard_majo,GrdTFT,601.0,596.0,3.005,2.98,0.99,0.995
0,GrdTFT,hard_majo,596.0,601.0,2.98,3.005,0.995,0.99
0,hard_majo,prober,501.0,496.0,2.505,2.48,0.495,0.5
0,prober,hard_majo,496.0,501.0,2.48,2.505,0.5,0.495
0,hard_majo,mem2,207.0,212.0,1.035,1.06,0.02,0.015
0,mem2,hard_majo,212.0,207.0,1.06,1.035,0.015,0.02
0,hard_majo,grok:grok-3-mini,500.0,500.0,2.5,2.5,0.5,0.5
0,grok:grok-3-mini,hard_majo,500.0,500.0,2.5,2.5,0.5,0.5
0,hard_majo,First by Tideman and Chieruzzi,206.0,206.0,1.03,1.03,0.01,0.01
0,First by Tideman and Chieruzzi,hard_majo,206.0,206.0,1.03,1.03,0.01,0.01
0,hard_majo,First by Nydegger,601.0,581.0,3.005,2.905,0.96,0.98
0,First by Nydegger,hard_majo,581.0,601.0,2.905,3.005,0.98,0.96
0,hard_majo,First by Grofman,598.0,548.0,2.99,2.74,0.885,0.935
0,First by Grofman,hard_majo,548.0,598.0,2.74,2.99,0.935,0.885
0,hard_majo,First by Shubik,274.0,189.0,1.37,0.945,0.01,0.095
0,First by Shubik,hard_majo,189.0,274.0,0.945,1.37,0.095,0.01
0,hard_majo,First by Stein and Rapoport: 0.05,596.0,601.0,2.98,3.005,0.995,0.99
0,First by Stein and Rapoport: 0.05,hard_majo,601.0,596.0,3.005,2.98,0.99,0.995
0,hard_majo,GRIM,203.0,203.0,1.015,1.015,0.005,0.005
0,GRIM,hard_majo,203.0,203.0,1.015,1.015,0.005,0.005
0,hard_majo,First by Davis: 10,212.0,257.0,1.06,1.285,0.095,0.05
0,First by Davis: 10,hard_majo,257.0,212.0,1.285,1.06,0.05,0.095
0,hard_majo,First by Graaskamp: 0.05,275.0,275.0,1.375,1.375,0.125,0.125
0,First by Graaskamp: 0.05,hard_majo,275.0,275.0,1.375,1.375,0.125,0.125
0,hard_majo,First by Downing,200.0,200.0,1.0,1.0,0.0,0.0
0,First by Downing,hard_majo,200.0,200.0,1.0,1.0,0.0,0.0
0,hard_majo,"First by Feld: 1.0, 0.5, 200",224.0,224.0,1.12,1.12,0.04,0.04
0,"First by Feld: 1.0, 0.5, 200",hard_majo,224.0,224.0,1.12,1.12,0.04,0.04
0,hard_majo,First by Joss: 0.9,203.0,203.0,1.015,1.015,0.005,0.005
0,First by Joss: 0.9,hard_majo,203.0,203.0,1.015,1.015,0.005,0.005
0,hard_majo,First by Tullock,536.0,641.0,2.68,3.205,0.995,0.89
0,First by Tullock,hard_majo,641.0,536.0,3.205,2.68,0.89,0.995
0,hard_majo,First by Anonymous,478.0,398.0,2.39,1.99,0.42,0.5
0,First by Anonymous,hard_majo,398.0,478.0,1.99,2.39,0.5,0.42
0,hard_majo,Random: 0.5,510.0,275.0,2.55,1.375,0.24,0.475
0,Random: 0.5,hard_majo,275.0,510.0,1.375,2.55,0.475,0.24
0,per_cd,per_cd,400.0,400.0,2.0,2.0,0.5,0.5
0,per_cd,per_ccd,569.0,399.0,2.845,1.995,0.5,0.67
0,per_ccd,per_cd,399.0,569.0,1.995,2.845,0.67,0.5
0,per_cd,per_ddc,331.0,501.0,1.655,2.505,0.5,0.33
0,per_ddc,per_cd,501.0,331.0,2.505,1.655,0.33,0.5
0,per_cd,mistrust,500.0,500.0,2.5,2.5,0.5,0.5
0,mistrust,per_cd,500.0,500.0,2.5,2.5,0.5,0.5
