seed,repetition,opponent,target_avg
0,2,GRIM,3.0
0,2,Davis: 10,3.0
0,2,Graaskamp: 0.05,2.81
0,2,Downing,3.02
0,2,"Feld: 1.0, 0.5, 200",1.245
0,2,Joss: 0.9,2.82
0,2,Tullock,2.725
0,2,Anonymous,2.675
0,2,Random: 0.5,2.74
0,3,Cu,3.02
0,3,Du,0.995
0,3,Tit For Tat,3.0
0,3,spiteful,3.0
0,3,soft_majo,3.02
0,3,hard_majo,1.03
0,3,per_cd,2.98
0,3,per_ccd,3.42
0,3,per_ddc,2.315
0,3,mistrust,1.03
0,3,WSLS,3.0
0,3,TFTT,3.02
0,3,hard_tft,3.0
0,3,slow_tft,3.02
0,3,GrdTFT,3.0
0,3,prober,2.995
0,3,mem2,3.0
0,3,grok:grok-3-mini,3.0
0,3,Tideman & Chieruzzi,2.98
0,3,Nydegger,3.02
0,3,Grofman,3.0
0,3,Shubik,3.0
0,3,Stein & Rapoport: 0.05,2.98
0,3,GRIM,3.0
0,3,Davis: 10,3.0
0,3,Graaskamp: 0.05,2.825
0,3,Downing,3.02
0,3,"Feld: 1.0, 0.5, 200",1.45
0,3,Joss: 0.9,1.425
0,3,Tullock,1.965
0,3,Anonymous,3.045
0,3,Random: 0.5,2.91
0,4,Cu,3.02
0,4,Du,0.995
0,4,Tit For Tat,3.0
0,4,spiteful,3.0
0,4,soft_majo,3.02
0,4,hard_majo,1.03
0,4,per_cd,2.98
0,4,per_ccd,3.42
0,4,per_ddc,2.315
0,4,mistrust,1.03
0,4,WSLS,3.0
0,4,TFTT,3.02
0,4,hard_tft,3.0
0,4,slow_tft,3.02
0,4,GrdTFT,3.0
0,4,prober,2.995
0,4,mem2,3.0
0,4,grok:grok-3-mini,3.0
0,4,Tideman & Chieruzzi,2.98
0,4,Nydegger,3.02
0,4,Grofman,3.0
0,4,Shubik,3.0
0,4,Stein & Rapoport: 0.05,2.98
0,4,GRIM,3.0
0,4,Davis: 10,3.0
0,4,Graaskamp: 0.05,2.795
0,4,Downing,3.02
0,4,"Feld: 1.0, 0.5, 200",1.485
0,4,Joss: 0.9,2.12
0,4,Tullock,1.42
0,4,Anonymous,2.98
0,4,Random: 0.5,2.92
0,5,Cu,3.02
0,5,Du,0.995
0,5,Tit For Tat,3.0
0,5,spiteful,3.0
0,5,soft_majo,3.02
0,5,hard_majo,1.03
0,5,per_cd,2.98
0,5,per_ccd,3.42
0,5,per_ddc,2.315
0,5,mistrust,1.03
0,5,WSLS,3.0
0,5,TFTT,3.02
0,5,hard_tft,3.0
0,5,slow_tft,3.02
0,5,GrdTFT,3.0
0,5,prober,2.995
0,5,mem2,3.0
0,5,grok:grok-3-mini,3.0
0,5,Tideman & Chieruzzi,2.98
0,5,Nydegger,3.02
0,5,Grofman,3.0
0,5,Shubik,3.0
0,5,Stein & Rapoport: 0.05,2.98
0,5,GRIM,3.0
0,5,Davis: 10,3.0
0,5,Graaskamp: 0.05,2.795
0,5,Downing,3.02
0,5,"Feld: 1.0, 0.5, 200",1.7
0,5,Joss: 0.9,1.17
0,5,Tullock,1.555
0,5,Anonymous,2.82
0,5,Random: 0.5,2.985
0,6,Cu,3.02
0,6,Du,0.995
0,6,Tit For Tat,3.0
0,6,spiteful,3.0
0,6,soft_majo,3.02
0,6,hard_majo,1.03
0,6,per_cd,2.98
0,6,per_ccd,3.42
0,6,per_ddc,2.315
0,6,mistrust,1.03
0,6,WSLS,3.0
0,6,TFTT,3.02
0,6,hard_tft,3.0
0,6,slow_tft,3.02
0,6,GrdTFT,3.0
0,6,prober,2.995
0,6,mem2,3.0
0,6,grok:grok-3-mini,3.0
0,6,Tideman & Chieruzzi,2.98
0,6,Nydegger,3.02
0,6,Grofman,3.02
0,6,Shubik,3.0
0,6,Stein & Rapoport: 0.05,2.98
0,6,GRIM,3.0
0,6,Davis: 10,3.0
0,6,Graaskamp: 0.05,2.795
0,6,Downing,3.02
0,6,"Feld: 1.0, 0.5, 200",1.725
0,6,Joss: 0.9,1.05
0,6,Tullock,1.32
0,6,Anonymous,2.935
0,6,Random: 0.5,2.995
0,7,Cu,3.02
0,7,Du,0.995
0,7,Tit For Tat,3.0
0,7,spiteful,3.0
0,7,soft_majo,3.02
0,7,hard_majo,1.03
0,7,per_cd,2.98
0,7,per_ccd,3.42
0,7,per_ddc,2.315
0,7,mistrust,1.03
0,7,WSLS,3.0
0,7,TFTT,3.02
0,7,hard_tft,3.0
0,7,slow_tft,3.02
0,7,GrdTFT,3.0
0,7,prober,2.995
0,7,mem2,3.0
0,7,grok:grok-3-mini,3.0
0,7,Tideman & Chieruzzi,2.98
0,7,Nydegger,3.02
0,7,Grofman,3.02
0,7,Shubik,3.0
0,7,Stein & Rapoport: 0.05,2.98
0,7,GRIM,3.0
0,7,Davis: 10,3.0
0,7,Graaskamp: 0.05,2.795
0,7,Downing,3.02
0,7,"Feld: 1.0, 0.5, 200",1.745
0,7,Joss: 0.9,1.03
0,7,Tullock,1.37
0,7,Anonymous,3.005
0,7,Random: 0.5,2.985
0,8,Cu,3.02
0,8,Du,0.995
0,8,Tit For Tat,3.0
0,8,spiteful,3.0
0,8,soft_majo,3.02
0,8,hard_majo,1.03
0,8,per_cd,2.98
0,8,per_ccd,3.42
0,8,per_ddc,2.315
0,8,mistrust,1.03
0,8,WSLS,3.0
0,8,TFTT,3.02
0,8,hard_tft,3.0
0,8,slow_tft,3.02
0,8,GrdTFT,3.0
0,8,prober,2.995
0,8,mem2,3.0
0,8,grok:grok-3-mini,3.0
0,8,Tideman & Chieruzzi,2.98
0,8,Nydegger,3.02
0,8,Grofman,3.02
0,8,Shubik,3.0
0,8,Stein & Rapoport: 0.05,2.98
0,8,GRIM,3.0
0,8,Davis: 10,3.0
0,8,Graaskamp: 0.05,2.81
0,8,Downing,3.02
0,8,"Feld: 1.0, 0.5, 200",1.84
0,8,Joss: 0.9,1.305
0,8,Tullock,1.435
0,8,Anonymous,2.75
0,8,Random: 0.5,2.83
0,9,Cu,3.02
0,9,Du,0.995
0,9,Tit For Tat,3.0
0,9,spiteful,3.0
0,9,soft_majo,3.02
0,9,hard_majo,1.03
0,9,per_cd,2.98
0,9,per_ccd,3.42
0,9,per_ddc,2.315
0,9,mistrust,1.03
0,9,WSLS,3.0
0,9,TFTT,3.02
0,9,hard_tft,3.0
0,9,slow_tft,3.02
0,9,GrdTFT,3.0
0,9,prober,2.995
0,9,mem2,3.0
0,9,grok:grok-3-mini,3.0
0,9,Tideman & Chieruzzi,2.98
0,9,Nydegger,3.02
0,9,Grofman,3.02
0,9,Shubik,3.0
0,9,Stein & Rapoport: 0.05,2.98
0,9,GRIM,3.0
0,9,Davis: 10,3.0
0,9,Graaskamp: 0.05,2.825
0,9,Downing,3.02
0,9,"Feld: 1.0, 0.5, 200",1.41
0,9,Joss: 0.9,1.065
0,9,Tullock,2.635
0,9,Anonymous,2.7
0,9,Random: 0.5,2.89
0,10,Cu,3.02
0,10,Du,0.995
0,10,Tit For Tat,3.0
0,10,spiteful,3.0
0,10,soft_majo,3.02
0,10,hard_majo,1.03
0,10,per_cd,2.98
0,10,per_ccd,3.42
0,10,per_ddc,2.315
0,10,mistrust,1.03
0,10,WSLS,3.0
0,10,TFTT,3.02
0,10,hard_tft,3.0
0,10,slow_tft,3.02
0,10,GrdTFT,3.0
0,10,prober,2.995
0,10,mem2,3.0
0,10,grok:grok-3-mini,3.0
0,10,Tideman & Chieruzzi,2.98
0,10,Nydegger,3.02
0,10,Grofman,3.0
0,10,Shubik,3.0
0,10,Stein & Rapoport: 0.05,2.98
0,10,GRIM,3.0
0,10,Davis: 10,3.0
0,10,Graaskamp: 0.05,2.81
0,10,Downing,3.02
0,10,"Feld: 1.0, 0.5, 200",1.7
0,10,Joss: 0.9,1.755
0,10,Tullock,2.785
0,10,Anonymous,3.02
0,10,Random: 0.5,2.89
0,11,Cu,3.02
0,11,Du,0.995
0,11,Tit For Tat,3.0
0,11,spiteful,3.0
0,11,soft_majo,3.02
0,11,hard_majo,1.03
0,11,per_cd,2.98
0,11,per_ccd,3.42
0,11,per_ddc,2.315
0,11,mistrust,1.03
0,11,WSLS,3.0
0,11,TFTT,3.02
0,11,hard_tft,3.0
0,11,slow_tft,3.02
0,11,GrdTFT,3.0
0,11,prober,2.995
0,11,mem2,3.0
0,11,grok:grok-3-mini,3.0
0,11,Tideman & Chieruzzi,2.98
0,11,Nydegger,3.02
0,11,Grofman,3.0
0,11,Shubik,3.0
0,11,Stein & Rapoport: 0.05,2.98
0,11,GRIM,3.0
0,11,Davis: 10,3.0
0,11,Graaskamp: 0.05,2.78
0,11,Downing,3.02
0,11,"Feld: 1.0, 0.5, 200",1.735
0,11,Joss: 0.9,1.29
0,11,Tullock,1.9
0,11,Anonymous,2.87
0,11,Random: 0.5,2.735
0,12,Cu,3.02
0,12,Du,0.995
0,12,Tit For Tat,3.0
0,12,spiteful,3.0
0,12,soft_majo,3.02
0,12,hard_majo,1.03
0,12,per_cd,2.98
0,12,per_ccd,3.42
0,12,per_ddc,2.315
0,12,mistrust,1.03
0,12,WSLS,3.0
0,12,TFTT,3.02
0,12,hard_tft,3.0
0,12,slow_tft,3.02
0,12,GrdTFT,3.0
0,12,prober,2.995
0,12,mem2,3.0
0,12,grok:grok-3-mini,3.0
0,12,Tideman & Chieruzzi,2.98
0,12,Nydegger,3.02
0,12,Grofman,3.0
0,12,Shubik,3.0
0,12,Stein & Rapoport: 0.05,2.98
0,12,GRIM,3.0
0,12,Davis: 10,3.0
0,12,Graaskamp: 0.05,2.78
0,12,Downing,3.02
0,12,"Feld: 1.0, 0.5, 200",1.36
0,12,Joss: 0.9,2.195
0,12,Tullock,1.955
0,12,Anonymous,2.835
0,12,Random: 0.5,2.98
0,13,Cu,3.02
0,13,Du,0.995
0,13,Tit For Tat,3.0
0,13,spiteful,3.0
0,13,soft_majo,3.02
0,13,hard_majo,1.03
0,13,per_cd,2.98
0,13,per_ccd,3.42
0,13,per_ddc,2.315
0,13,mistrust,1.03
0,13,WSLS,3.0
0,13,TFTT,3.02
0,13,hard_tft,3.0
0,13,slow_tft,3.02
0,13,GrdTFT,3.0
0,13,prober,2.995
0,13,mem2,3.0
0,13,grok:grok-3-mini,3.0
0,13,Tideman & Chieruzzi,2.98
0,13,Nydegger,3.02
0,13,Grofman,3.0
0,13,Shubik,3.0
0,13,Stein & Rapoport: 0.05,2.98
0,13,GRIM,3.0
0,13,Davis: 10,3.0
0,13,Graaskamp: 0.05,2.795
0,13,Downing,3.02
0,13,"Feld: 1.0, 0.5, 200",1.6
0,13,Joss: 0.9,1.555
0,13,Tullock,2.025
0,13,Anonymous,2.67
0,13,Random: 0.5,2.92
0,14,Cu,3.02
0,14,Du,0.995
0,14,Tit For Tat,3.0
0,14,spiteful,3.0
0,14,soft_majo,3.02
0,14,hard_majo,1.03
0,14,per_cd,2.98
0,14,per_ccd,3.42
0,14,per_ddc,2.315
0,14,mistrust,1.03
0,14,WSLS,3.0
0,14,TFTT,3.02
0,14,hard_tft,3.0
0,14,slow_tft,3.02
0,14,GrdTFT,3.0
0,14,prober,2.995
0,14,mem2,3.0
0,14,grok:grok-3-mini,3.0
0,14,Tideman & Chieruzzi,2.98
0,14,Nydegger,3.02
0,14,Grofman,3.0
0,14,Shubik,3.0
0,14,Stein & Rapoport: 0.05,2.98
0,14,GRIM,3.0
0,14,Davis: 10,3.0
0,14,Graaskamp: 0.05,2.795
0,14,Downing,3.02
0,14,"Feld: 1.0, 0.5, 200",1.775
0,14,Joss: 0.9,2.445
0,14,Tullock,2.76
0,14,Anonymous,2.965
0,14,Random: 0.5,2.72
0,15,Cu,3.02
0,15,Du,0.995
0,15,Tit For Tat,3.0
0,15,spiteful,3.0
0,15,soft_majo,3.02
0,15,hard_majo,1.03
0,15,per_cd,2.98
0,15,per_ccd,3.42
0,15,per_ddc,2.315
0,15,mistrust,1.03
0,15,WSLS,3.0
0,15,TFTT,3.02
0,15,hard_tft,3.0
0,15,slow_tft,3.02
0,15,GrdTFT,3.0
0,15,prober,2.995
0,15,mem2,3.0
0,15,grok:grok-3-mini,3.0
0,15,Tideman & Chieruzzi,2.98
0,15,Nydegger,3.02
0,15,Grofman,3.02
0,15,Shubik,3.0
0,15,Stein & Rapoport: 0.05,2.98
0,15,GRIM,3.0
0,15,Davis: 10,3.0
0,15,Graaskamp: 0.05,2.81
0,15,Downing,3.02
0,15,"Feld: 1.0, 0.5, 200",1.805
0,15,Joss: 0.9,1.835
0,15,Tullock,2.09
0,15,Anonymous,2.87
0,15,Random: 0.5,2.935
0,16,Cu,3.02
0,16,Du,0.995
0,16,Tit For Tat,3.0
0,16,spiteful,3.0
0,16,soft_majo,3.02
0,16,hard_majo,1.03
0,16,per_cd,2.98
0,16,per_ccd,3.42
0,16,per_ddc,2.315
0,16,mistrust,1.03
0,16,WSLS,3.0
0,16,TFTT,3.02
0,16,hard_tft,3.0
0,16,slow_tft,3.02
0,16,GrdTFT,3.0
0,16,prober,2.995
0,16,mem2,3.0
0,16,grok:grok-3-mini,3.0
0,16,Tideman & Chieruzzi,2.98
0,16,Nydegger,3.02
0,16,Grofman,3.02
0,16,Shubik,3.0
0,16,Stein & Rapoport: 0.05,2.98
0,16,GRIM,3.0
0,16,Davis: 10,3.0
0,16,Graaskamp: 0.05,2.79
0,16,Downing,3.02
0,16,"Feld: 1.0, 0.5, 200",1.585
0,16,Joss: 0.9,1.145
0,16,Tullock,1.45
0,16,Anonymous,2.975
0,16,Random: 0.5,2.925
0,17,Cu,3.02
0,17,Du,0.995
0,17,Tit For Tat,3.0
0,17,spiteful,3.0
0,17,soft_majo,3.02
0,17,hard_majo,1.03
0,17,per_cd,2.98
0,17,per_ccd,3.42
0,17,per_ddc,2.315
0,17,mistrust,1.03
0,17,WSLS,3.0
0,17,TFTT,3.02
0,17,hard_tft,3.0
0,17,slow_tft,3.02
0,17,GrdTFT,3.0
0,17,prober,2.995
0,17,mem2,3.0
0,17,grok:grok-3-mini,3.0
0,17,Tideman & Chieruzzi,2.98
0,17,Nydegger,3.02
0,17,Grofman,3.0
0,17,Shubik,3.0
0,17,Stein & Rapoport: 0.05,2.98
0,17,GRIM,3.0
0,17,Davis: 10,3.0
0,17,Graaskamp: 0.05,2.765
0,17,Downing,3.02
0,17,"Feld: 1.0, 0.5, 200",1.955
0,17,Joss: 0.9,1.88
0,17,Tullock,2.2
0,17,Anonymous,2.835
0,17,Random: 0.5,3.04
0,18,Cu,3.02
0,18,Du,0.995
0,18,Tit For Tat,3.0
0,18,spiteful,3.0
0,18,soft_majo,3.02
0,18,hard_majo,1.03
0,18,per_cd,2.98
0,18,per_ccd,3.42
0,18,per_ddc,2.315
0,18,mistrust,1.03
0,18,WSLS,3.0
0,18,TFTT,3.02
0,18,hard_tft,3.0
0,18,slow_tft,3.02
0,18,GrdTFT,3.0
0,18,prober,2.995
0,18,mem2,3.0
0,18,grok:grok-3-mini,3.0
0,18,Tideman & Chieruzzi,2.98
0,18,Nydegger,3.02
0,18,Grofman,3.0
0,18,Shubik,3.0
0,18,Stein & Rapoport: 0.05,2.98
0,18,GRIM,3.0
0,18,Davis: 10,3.0
0,18,Graaskamp: 0.05,2.81
0,18,Downing,3.02
0,18,"Feld: 1.0, 0.5, 200",1.53
0,18,Joss: 0.9,2.775
0,18,Tullock,2.525
0,18,Anonymous,2.965
0,18,Random: 0.5,2.87
0,19,Cu,3.02
0,19,Du,0.995
0,19,Tit For Tat,3.0
0,19,spiteful,3.0
0,19,soft_majo,3.02
0,19,hard_majo,1.03
0,19,per_cd,2.98
0,19,per_ccd,3.42
0,19,per_ddc,2.315
0,19,mistrust,1.03
0,19,WSLS,3.0
0,19,TFTT,3.02
0,19,hard_tft,3.0
0,19,slow_tft,3.02
0,19,GrdTFT,3.0
0,19,prober,2.995
0,19,mem2,3.0
0,19,grok:grok-3-mini,3.0
0,19,Tideman & Chieruzzi,2.98
0,19,Nydegger,3.02
0,19,Grofman,3.0
0,19,Shubik,3.0
0,19,Stein & Rapoport: 0.05,2.98
0,19,GRIM,3.0
0,19,Davis: 10,3.0
0,19,Graaskamp: 0.05,2.795
0,19,Downing,3.02
0,19,"Feld: 1.0, 0.5, 200",1.685
0,19,Joss: 0.9,1.05
0,19,Tullock,1.585
0,19,Anonymous,2.895
0,19,Random: 0.5,2.83
1,0,Cu,3.02
1,0,Du,0.995
1,0,Tit For Tat,3.0
1,0,spiteful,3.0
1,0,soft_majo,3.02
1,0,hard_majo,1.03
1,0,per_cd,2.98
1,0,per_ccd,3.42
1,0,per_ddc,2.315
1,0,mistrust,1.03
1,0,WSLS,3.0
1,0,TFTT,3.02
1,0,hard_tft,3.0
1,0,slow_tft,3.02
1,0,GrdTFT,3.0
1,0,prober,2.995
1,0,mem2,3.0
1,0,grok:grok-3-mini,3.0
1,0,Tideman & Chieruzzi,2.98
1,0,Nydegger,3.02
1,0,Grofman,3.0
1,0,Shubik,3.0
1,0,Stein & Rapoport: 0.05,2.98
1,0,GRIM,3.0
1,0,Davis: 10,3.0
1,0,Graaskamp: 0.05,2.78
1,0,Downing,3.02
1,0,"Feld: 1.0, 0.5, 200",1.47
1,0,Joss: 0.9,1.32
1,0,Tullock,2.785
1,0,Anonymous,2.985
1,0,Random: 0.5,2.86
1,1,Cu,3.02
1,1,Du,0.995
1,1,Tit For Tat,3.0
1,1,spiteful,3.0
1,1,soft_majo,3.02
1,1,hard_majo,1.03
1,1,per_cd,2.98
1,1,per_ccd,3.42
1,1,per_ddc,2.315
1,1,mistrust,1.03
1,1,WSLS,3.0
1,1,TFTT,3.02
1,1,hard_tft,3.0
1,1,slow_tft,3.02
1,1,GrdTFT,3.0
1,1,prober,2.995
1,1,mem2,3.0
1,1,grok:grok-3-mini,3.0
1,1,Tideman & Chieruzzi,2.98
1,1,Nydegger,3.02
1,1,Grofman,3.0
1,1,Shubik,3.0
1,1,Stein & Rapoport: 0.05,2.98
1,1,GRIM,3.0
1,1,Davis: 10,3.0
1,1,Graaskamp: 0.05,2.81
1,1,Downing,3.02
1,1,"Feld: 1.0, 0.5, 200",1.67
1,1,Joss: 0.9,1.03
1,1,Tullock,2.33
1,1,Anonymous,2.94
1,1,Random: 0.5,3.05
1,2,Cu,3.02
1,2,Du,0.995
1,2,Tit For Tat,3.0
1,2,spiteful,3.0
1,2,soft_majo,3.02
1,2,hard_majo,1.03
1,2,per_cd,2.98
1,2,per_ccd,3.42
1,2,per_ddc,2.315
1,2,mistrust,1.03
1,2,WSLS,3.0
1,2,TFTT,3.02
1,2,hard_tft,3.0
1,2,slow_tft,3.02
1,2,GrdTFT,3.0
1,2,prober,2.995
1,2,mem2,3.0
1,2,grok:grok-3-mini,3.0
1,2,Tideman & Chieruzzi,2.98
1,2,Nydegger,3.02
1,2,Grofman,3.02
1,2,Shubik,3.0
1,2,Stein & Rapoport: 0.05,2.98
1,2,GRIM,3.0
1,2,Davis: 10,3.0
1,2,Graaskamp: 0.05,2.795
1,2,Downing,3.02
1,2,"Feld: 1.0, 0.5, 200",1.73
1,2,Joss: 0.9,2.79
1,2,Tullock,2.795
1,2,Anonymous,2.985
1,2,Random: 0.5,2.99
1,3,Cu,3.02
1,3,Du,0.995
1,3,Tit For Tat,3.0
1,3,spiteful,3.0
1,3,soft_majo,3.02
1,3,hard_majo,1.03
1,3,per_cd,2.98
1,3,per_ccd,3.42
1,3,per_ddc,2.315
1,3,mistrust,1.03
1,3,WSLS,3.0
1,3,TFTT,3.02
1,3,hard_tft,3.0
1,3,slow_tft,3.02
1,3,GrdTFT,3.0
1,3,prober,2.995
1,3,mem2,3.0
1,3,grok:grok-3-mini,3.0
1,3,Tideman & Chieruzzi,2.98
1,3,Nydegger,3.02
1,3,Grofman,3.02
1,3,Shubik,3.0
1,3,Stein & Rapoport: 0.05,2.98
1,3,GRIM,3.0
1,3,Davis: 10,3.0
1,3,Graaskamp: 0.05,2.81
1,3,Downing,3.02
1,3,"Feld: 1.0, 0.5, 200",1.425
1,3,Joss: 0.9,1.04
1,3,Tullock,2.15
1,3,Anonymous,3.02
1,3,Random: 0.5,2.805
1,4,Cu,3.02
1,4,Du,0.995
1,4,Tit For Tat,3.0
1,4,spiteful,3.0
1,4,soft_majo,3.02
1,4,hard_majo,1.03
1,4,per_cd,2.98
1,4,per_ccd,3.42
1,4,per_ddc,2.315
1,4,mistrust,1.03
1,4,WSLS,3.0
1,4,TFTT,3.02
1,4,hard_tft,3.0
1,4,slow_tft,3.02
1,4,GrdTFT,3.0
1,4,prober,2.995
1,4,mem2,3.0
1,4,grok:grok-3-mini,3.0
1,4,Tideman & Chieruzzi,2.98
1,4,Nydegger,3.02
1,4,Grofman,3.0
1,4,Shubik,3.0
1,4,Stein & Rapoport: 0.05,2.98
1,4,GRIM,3.0
1,4,Davis: 10,3.0
1,4,Graaskamp: 0.05,2.795
1,4,Downing,3.02
1,4,"Feld: 1.0, 0.5, 200",1.19
1,4,Joss: 0.9,1.485
1,4,Tullock,2.85
1,4,Anonymous,2.975
1,4,Random: 0.5,2.79
1,5,Cu,3.02
1,5,Du,0.995
1,5,Tit For Tat,3.0
1,5,spiteful,3.0
1,5,soft_majo,3.02
1,5,hard_majo,1.03
1,5,per_cd,2.98
1,5,per_ccd,3.42
1,5,per_ddc,2.315
1,5,mistrust,1.03
1,5,WSLS,3.0
1,5,TFTT,3.02
1,5,hard_tft,3.0
1,5,slow_tft,3.02
1,5,GrdTFT,3.0
1,5,prober,2.995
1,5,mem2,3.0
1,5,grok:grok-3-mini,3.0
1,5,Tideman & Chieruzzi,2.98
1,5,Nydegger,3.02
1,5,Grofman,3.0
1,5,Shubik,3.0
1,5,Stein & Rapoport: 0.05,2.98
1,5,GRIM,3.0
1,5,Davis: 10,3.0
1,5,Graaskamp: 0.05,2.805
1,5,Downing,3.02
1,5,"Feld: 1.0, 0.5, 200",1.295
1,5,Joss: 0.9,1.2
1,5,Tullock,1.43
1,5,Anonymous,2.765
1,5,Random: 0.5,2.955
1,6,Cu,3.02
1,6,Du,0.995
1,6,Tit For Tat,3.0
1,6,spiteful,3.0
1,6,soft_majo,3.02
1,6,hard_majo,1.03
1,6,per_cd,2.98
1,6,per_ccd,3.42
1,6,per_ddc,2.315
1,6,mistrust,1.03
1,6,WSLS,3.0
1,6,TFTT,3.02
1,6,hard_tft,3.0
1,6,slow_tft,3.02
1,6,GrdTFT,3.0
1,6,prober,2.995
1,6,mem2,3.0
1,6,grok:grok-3-mini,3.0
1,6,Tideman & Chieruzzi,2.98
1,6,Nydegger,3.02
1,6,Grofman,3.0
1,6,Shubik,3.0
1,6,Stein & Rapoport: 0.05,2.98
1,6,GRIM,3.0
1,6,Davis: 10,3.0
1,6,Graaskamp: 0.05,2.79
1,6,Downing,3.02
1,6,"Feld: 1.0, 0.5, 200",1.715
1,6,Joss: 0.9,2.085
1,6,Tullock,2.805
1,6,Anonymous,3.145
1,6,Random: 0.5,3.045
1,7,Cu,3.02
1,7,Du,0.995
1,7,Tit For Tat,3.0
1,7,spiteful,3.0
1,7,soft_majo,3.02
1,7,hard_majo,1.03
1,7,per_cd,2.98
1,7,per_ccd,3.42
1,7,per_ddc,2.315
1,7,mistrust,1.03
1,7,WSLS,3.0
1,7,TFTT,3.02
1,7,hard_tft,3.0
1,7,slow_tft,3.02
1,7,GrdTFT,3.0
1,7,prober,2.995
1,7,mem2,3.0
1,7,grok:grok-3-mini,3.0
1,7,Tideman & Chieruzzi,2.98
1,7,Nydegger,3.02
1,7,Grofman,3.0
1,7,Shubik,3.0
1,7,Stein & Rapoport: 0.05,2.98
1,7,GRIM,3.0
1,7,Davis: 10,3.0
1,7,Graaskamp: 0.05,2.795
1,7,Downing,3.02
1,7,"Feld: 1.0, 0.5, 200",1.67
1,7,Joss: 0.9,1.17
1,7,Tullock,2.615
1,7,Anonymous,2.74
1,7,Random: 0.5,2.7
1,8,Cu,3.02
1,8,Du,0.995
1,8,Tit For Tat,3.0
1,8,spiteful,3.0
1,8,soft_majo,3.02
1,8,hard_majo,1.03
1,8,per_cd,2.98
1,8,per_ccd,3.42
1,8,per_ddc,2.315
1,8,mistrust,1.03
1,8,WSLS,3.0
1,8,TFTT,3.02
1,8,hard_tft,3.0
1,8,slow_tft,3.02
1,8,GrdTFT,3.0
1,8,prober,2.995
1,8,mem2,3.0
1,8,grok:grok-3-mini,3.0
1,8,Tideman & Chieruzzi,2.98
1,8,Nydegger,3.02
1,8,Grofman,3.0
1,8,Shubik,3.0
1,8,Stein & Rapoport: 0.05,2.98
1,8,GRIM,3.0
1,8,Davis: 10,3.0
1,8,Graaskamp: 0.05,2.765
1,8,Downing,3.02
1,8,"Feld: 1.0, 0.5, 200",1.255
1,8,Joss: 0.9,1.05
1,8,Tullock,1.605
1,8,Anonymous,2.915
1,8,Random: 0.5,2.83
1,9,Cu,3.02
1,9,Du,0.995
1,9,Tit For Tat,3.0
1,9,spiteful,3.0
1,9,soft_majo,3.02
1,9,hard_majo,1.03
1,9,per_cd,2.98
1,9,per_ccd,3.42
1,9,per_ddc,2.315
1,9,mistrust,1.03
1,9,WSLS,3.0
1,9,TFTT,3.02
1,9,hard_tft,3.0
1,9,slow_tft,3.02
